Dates,AAPL UW Equity,ADBE UW Equity,ADI UW Equity,ADP UW Equity,ADSK UW Equity,AEP UW Equity,ALGN UW Equity,AMAT UW Equity,AMD UW Equity,AMGN UW Equity,AMZN UW Equity,ANSS UW Equity,ASML UW Equity,ATVI UW Equity,AVGO UW Equity,BIDU UW Equity,BIIB UW Equity,BKNG UW Equity,CDNS UW Equity,CDW UW Equity,CERN UW Equity,CHKP UW Equity,CHTR UW Equity,CMCSA UW Equity,COST UW Equity,CPRT UW Equity,CRWD UW Equity,CSCO UW Equity,CSX UW Equity,CTAS UW Equity,CTSH UW Equity,DLTR UW Equity,DOCU UW Equity,DXCM UW Equity,EA UW Equity,EBAY UW Equity,EXC UW Equity,FAST UW Equity,FB UW Equity,FISV UW Equity,FOX UW Equity,FOXA UW Equity,GILD UW Equity,GOOG UW Equity,GOOGL UW Equity,HON UW Equity,IDXX UW Equity,ILMN UW Equity,INCY UW Equity,INTC UW Equity,INTU UW Equity,ISRG UW Equity,JD UW Equity,KDP UW Equity,KHC UW Equity,KLAC UW Equity,LRCX UW Equity,LULU UW Equity,MAR UW Equity,MCHP UW Equity,MDLZ UW Equity,MELI UW Equity,MNST UW Equity,MRNA UW Equity,MRVL UW Equity,MSFT UW Equity,MTCH UW Equity,MU UW Equity,NFLX UW Equity,NTES UW Equity,NVDA UW Equity,NXPI UW Equity,OKTA UW Equity,ORLY UW Equity,PAYX UW Equity,PCAR UW Equity,PDD UW Equity,PEP UW Equity,PTON UW Equity,PYPL UW Equity,QCOM UW Equity,REGN UW Equity,ROST UW Equity,SBUX UW Equity,SGEN UW Equity,SIRI UW Equity,SNPS UW Equity,SPLK UW Equity,SWKS UW Equity,TCOM UW Equity,TEAM UW Equity,TMUS UW Equity,TSLA UW Equity,TXN UW Equity,VRSK UW Equity,VRSN UW Equity,VRTX UW Equity,WBA UW Equity,WDAY UW Equity,XEL UW Equity,XLNX UW Equity,ZM UW Equity
6/25/21 14:00,133.11,578.64,168.45,197.08,289.51,84.2,609.795,137.35,85.66,242.54,3404.58,343.27,688.9,92.33,466.29,201.62,335.475,2185.13,135.52,172.18,78.71,116.725,720.13,56.465,393.01,132.98,250.62,53.07,96.2,378.68,70.335,98.42,277.73,422.41,138.66,68.01,44.595,51.8,341.37,108.87,36.405,38.405,67.46,2547.8,2444.1,219.81,618.83,471.39,85.74,56.11,483.22,907.11,77.99,34.82,40.76,315.92,630.67,364.6,140.515,149.64,62.96,1540.89,91.35,218.885,56.255,265.56,162.19,82.425,528.64,106.75,759.19,205.66,243.815,558.68,105.6,89.05,126.32,146.4,120.65,289.28,138.69,548.09,124.2,112.835,155.91,6.495,272.94,140.78,180.08,35.53,263.88,145.67,672,189,174.07,228.545,193.34,52.015,241.85,66.77,132.36,369.32
6/25/21 14:30,132.995,579.07,168.53,196.89,289.74,84.24,608.28,137.58,85.97,242.54,3407.92,343.59,688.51,92.33,466.19,202.17,338.32,2187.2,135.69,172.33,78.87,116.68,721.6,56.57,392.98,133.23,251.96,53.105,95.97,379,70.46,98.6,278.77,424.69,138.48,68.085,44.61,51.79,341.66,109.005,36.41,38.35,67.465,2549.48,2447.34,219.68,621.16,472.03,86.05,56.135,482.7,909.02,78.1,34.87,40.68,316.46,631.84,365.54,140.41,149.47,62.94,1544.66,91.51,218.05,56.34,265.82,162.3,82.465,529.31,106.77,762.3,205.55,245.74,559.44,105.78,89.11,126.51,146.43,121,289.93,138.74,548.98,124.1,112.865,156.64,6.515,273.21,141.04,179.82,35.625,264.49,145.6,674.9,189,174.04,228.6,193.63,51.975,242.84,66.78,132.77,371.05
6/25/21 15:00,133,578.46,168.19,197.33,289.28,84.42,611.8,137.29,85.87,242.74,3403.07,343.33,688.29,92.34,465.18,201.66,336.98,2182.87,135.44,172.15,78.88,116.69,720.94,56.475,393.21,133.26,251.32,53.14,96.06,379.18,70.46,98.66,278.21,427.51,138.38,68.115,44.61,51.88,341.49,109.15,36.31,38.185,67.52,2546.04,2447.25,219.61,619.78,472.73,86.29,56.05,482.89,911.02,78.01,34.915,40.67,316.68,631.75,365.36,140.42,149.19,62.98,1543.85,91.68,217.97,56.22,265.66,161.9,82.38,528.02,106.75,761.06,205.43,245.16,559.2,105.97,89.32,126.94,146.595,121.21,289.71,138.26,549.47,124.06,112.84,156.81,6.495,272.45,140.59,179.81,35.65,264.52,145.53,672.59,188.63,174.37,228.39,194.04,52.07,242.56,66.83,132.49,370.57
6/25/21 15:30,133.11,579.47,167.79,197.36,288.74,84.84,614.52,136.19,85.62,242.68,3404.88,343.46,686.21,92.26,462.2,202.64,337.21,2176.4,134.76,171.84,78.46,116.69,721.29,56.42,394.51,133.31,253.3,53.05,95.91,378.36,70.49,98.35,279.2,430.43,138.48,67.9,44.64,51.79,341.37,108.99,36.39,38.36,67.88,2539.9,2450.18,218.74,620.64,474.94,86.83,55.91,486.5,908.35,78.23,34.87,40.69,316.14,630.45,363.69,140.14,148.77,63.18,1541.72,92.39,219.93,56.36,265.02,161.99,82.03,527.22,106.8,761.26,204.17,246.38,557.14,105.61,88.98,127.56,146.41,121.49,289.61,137.65,550.55,123.55,113.05,157.18,6.52,268.97,141.24,178.7,35.76,264.69,145.34,671.87,188.17,174.73,227.73,194.34,52.16,243,67.11,132.12,372.47
6/28/21 9:30,135,586.68,169.23,197.49,291.59,85.21,619.62,139.14,87.26,244.44,3434.58,347.24,700.24,94.33,469.35,206.32,336.83,2180.9,135.9,172.78,78.84,117.22,720.89,56.04,395.11,133.12,256.45,53.04,95.31,379.02,70.24,99,281.08,425.9,142.65,67.91,44.83,52.07,343.85,108.52,36.65,38.69,68.14,2522.63,2436.43,217.99,622.93,482.7,86.97,56.89,488.26,908.53,77.93,34.96,40.96,320.55,640.43,366.65,137,149.85,63.41,1567.05,92.14,216.15,57.31,267.86,159.505,82.49,526.65,111.68,792,204.28,248.66,558.51,106.19,88.78,127.43,147.28,122.22,291.58,138.34,556.53,122.71,112.62,158.68,6.475,271.35,143.43,181.61,35.91,264.49,144.88,685.89,189.51,175.3,229.65,195.11,52.12,244.26,67.49,134.82,381.23
6/28/21 10:00,135.01,585.9,169.47,197.12,294.14,85.34,624.14,139.42,87.11,244.7,3430.45,348.71,700.01,94.59,471,206.61,338.09,2188.33,136.4,172.47,78.75,117.64,722.34,56.26,396.99,133.22,256.5,53.07,95.34,378.66,70.09,99.01,283,428.47,142.82,68.42,44.92,51.76,343.06,108.24,36.36,38.37,68.08,2520.51,2437.5,217.66,622.61,484.72,86.43,56.8,488.71,909.31,77.54,34.995,40.95,320.15,640.67,365.36,136.18,150.62,63.395,1572,91.77,220.45,57.54,267.95,160.435,82.69,528.63,111.37,792.22,204.04,248.39,559.38,106.63,89.09,127.47,147.53,122.56,292.1,138.46,553.58,122.14,112.09,160.315,6.465,272.78,143.2,182.44,35.78,266.24,145.09,689,190.07,175.18,230.05,194.93,52.24,243.54,67.55,135.22,387.77
6/28/21 10:30,134.84,585.46,169.94,196.7,294.49,85.37,627.65,139.69,87.01,244.27,3434.5,348.97,699.54,95.03,470.59,204.03,340.04,2201.48,136.27,172.87,78.61,117.565,722.38,56.23,396.59,133.12,254.24,53.15,95.3,378.77,70.195,99.13,282.75,424.47,143.04,68.37,44.94,51.69,342.6,108.01,36.31,38.32,68.13,2525.65,2437.39,217.14,624.71,484.85,86.14,57.16,488.43,906.95,77.28,34.99,40.89,320.57,643.2,364.64,136,151.34,63.315,1568,91.39,218.99,57.63,267.55,160.56,82.63,529.8,111.06,794.12,204.5,247.47,559.7,106.53,89.2,125.95,147.19,123.3,291.79,138.59,551.86,122.22,111.8,160.71,6.465,273.3,142.98,182.42,35.735,263.72,144.78,688.07,190.49,174.72,229.88,195.03,52.43,243.29,67.53,134.74,390.7
6/28/21 11:00,135.03,586.59,170.49,196.05,294.29,85.14,626.95,139.94,87.505,243.7,3435,349,699.58,95.29,472.19,204.41,338.38,2207.97,136.38,173.18,78.47,117.45,720.35,56.17,396.12,133.09,255.28,53.15,95.01,378.88,69.975,98.85,284.58,426.74,143.53,68.195,44.86,51.49,342.43,107.88,36.2,38.245,67.92,2525.71,2435.64,216.94,625.37,486.2,85.83,57.295,489.38,908.71,77.27,34.84,40.75,321.61,644.84,365.92,135.75,151.89,63.16,1568.19,91.13,221.7,57.93,268.02,160.89,82.66,528.305,111.32,800.49,204.83,248.89,560.29,106.18,88.92,125.95,146.87,124.43,292.2,138.78,550.99,121.87,111.66,160.84,6.46,273.84,143.29,182.23,35.4,265.14,144.74,691.37,190.93,174.57,230.87,195.07,52.35,243.43,67.32,135.37,390.6
6/28/21 11:30,134.89,587.33,170.7,196.15,294.24,85.27,627.1,141.16,87.36,244.19,3426.28,349.79,703.04,95.68,473.74,203.67,338.65,2204.55,136.94,173.12,78.5,117.61,721.29,56.09,397.32,133.01,256.08,53.195,95.44,379.33,70.1,99.48,284.39,426.81,144.285,68.625,44.9,51.76,342.33,107.605,36.12,38.16,68,2524.54,2432.32,217.06,624.68,486.12,85.84,57.535,489.17,908,77.01,34.9,40.825,323.54,646.59,365.22,134.75,152.38,63.28,1562.5,91.41,220,58.04,268.3,160.83,83.15,527.64,111.375,799.23,205.34,248.63,562.45,106.49,89,124.85,147.06,125.11,292.23,139.45,549.2,121.75,111.56,160.75,6.475,274.42,143.19,183,35.31,264.7,144.71,687.85,191.68,174.84,231.04,194.98,52.25,243.49,67.45,135.3,389.96
6/28/21 12:00,135.11,587.16,170.6,196.35,294.25,85.03,627.77,141.11,87.695,244,3425.83,351.27,703.9,95.96,475.5,203.9,338.08,2173.17,136.99,173.11,78.44,117.91,720.8,56.12,396.36,133.01,255.94,53.175,95.25,380.12,70.025,99.4,283.88,426.52,144.24,68.59,44.83,51.66,342.98,107.58,36.11,38.105,67.915,2529.89,2435.36,216.81,623.5,485,85.85,57.61,488.53,906.37,77.01,34.89,40.825,325.31,648.09,365.67,134.94,153.18,63.21,1562.67,91.33,222.56,58.4,268.44,161.21,83.38,528.65,111.42,799.75,206.3,248.58,561.92,106.61,88.8,125.09,147.1,127,294.01,140,548.6,121.8,111.61,161.22,6.485,274.7,143.4,184.16,35.45,264.74,144.94,688.12,192.14,174.54,230.64,195.09,52.01,243.16,67.26,135.85,393.07
6/28/21 12:30,134.97,586.38,170.62,195.75,293.5,84.84,619.79,140.64,87.66,243.485,3423.24,350.25,701.58,95.405,474.52,204.35,338.65,2185.58,136.75,173.15,78.42,117.6,722.23,56.2,395.59,133.05,257.21,53.105,95.325,379.93,70.005,99.19,284.46,426.44,143.685,68.59,44.74,51.64,343.01,107.41,36.15,38.18,67.85,2528.01,2433.99,216.92,624.3,482.33,85.7,57.605,487.32,906.15,77.03,34.785,40.78,323.69,647.38,365.55,135.115,152.6,63.075,1561.56,91.18,223.86,58.35,268.025,161.26,83.24,530,111.42,799.87,205.57,248.32,560.57,105.93,88.47,125.59,146.87,126.69,293.9,139.73,546.52,121.47,111.76,160.75,6.495,273.72,143.24,183.16,35.45,264.21,144.7,688.1,191.77,173.9,230.4,195.29,52.095,242.45,67.11,135.54,392.88
6/28/21 13:00,134.76,586.47,170.5,195.8,292.75,84.91,615.83,140.22,87.36,243.6,3420.71,350.04,699.935,95.3,473.19,203.89,339.16,2183.01,136.78,173.04,78.47,117.65,721.99,56.17,395.85,133.02,256.06,53.02,95.29,380.2,69.955,99.2,283.44,423.81,143.505,68.56,44.73,51.56,343.78,107.41,36.1,38.145,67.9,2533.49,2438.47,216.59,626.03,481.04,85.5,57.49,486.37,906.82,76.77,34.725,40.81,322.28,644.24,364.17,134.74,152.23,63.18,1564.49,91.08,223.31,58.04,267.94,160.81,83.28,529.32,111.33,799.8,204.97,247.24,560.78,106.31,88.31,125.3,146.8,125.49,292.77,139.33,545.65,121.18,111.64,160.19,6.475,273.27,143.16,182.88,35.325,263.22,144.79,682.43,191.83,174.07,230.65,195.65,51.99,241.69,67.13,135.15,391.11
6/28/21 13:30,134.81,587.28,170.23,196.58,292.76,85.07,615.83,140.27,87.055,243.74,3421.95,349.56,699.56,95.38,472.69,204.28,340.27,2189.87,136.83,173.3,78.53,117.94,723.17,56.21,396.64,133.13,256,53.105,95.5,381.32,70.265,99.29,283.35,424.86,143.33,68.69,44.87,51.715,344.06,107.91,36.26,38.3,67.91,2528.67,2438.48,217,627.53,481.215,85.48,57.48,486.69,906.47,76.78,34.83,40.92,321.71,643.19,364.43,135.45,152.18,63.32,1558.6,91.25,222.18,57.92,267.8,161.15,83.38,530.48,111.19,798.82,204.95,247.06,561.85,106.95,88.63,124.89,146.99,125.42,292.96,139.37,545.45,121.57,112.03,160.43,6.495,273.15,143.66,182.39,35.37,262.94,144.8,683.86,191.65,174.38,230.55,196.04,52.2,241.65,67.21,135.03,388.3
6/28/21 14:00,134.98,587.03,170.16,196.6,292.63,84.9,617.28,140.47,87.02,243.265,3423.32,349,699.85,95.8,472.26,204.48,340.04,2192.95,136.27,173.6,78.67,117.58,722.6,56.235,396.64,133.6,256.66,53.095,95.44,381.4,70.29,99.4,283.33,425.15,143.435,68.865,44.815,51.73,344,107.99,36.29,38.37,67.855,2523.09,2436.5,217.16,628.88,479.73,85.45,57.605,486.75,908.71,77.08,34.83,40.91,321.44,645.77,364.19,135.9,152.44,63.29,1565.66,91.32,222.1,58.21,267.78,161.2,83.39,531.34,111.49,799.53,205.33,247.18,562.99,106.84,88.83,124.89,146.91,125.34,293.18,139.56,543.87,121.72,112.23,160.35,6.495,273.3,143.35,182.87,35.49,263.32,144.97,684.94,191.47,174.8,229.9,196.69,52.19,241.92,67.06,134.99,388.08
6/28/21 14:30,135.095,588.9,170.42,196.4,293.24,84.75,618.05,140.7,87.23,242.85,3433.09,349.86,700.63,95.58,473.03,205.25,344.6,2182.02,136.57,173.43,78.58,117.75,721.65,56.14,396.06,133.67,255.87,53.035,95.315,380.98,70.34,99.37,282.82,424.87,143.3,68.93,44.77,51.68,349.81,108.08,36.215,38.3,67.9,2542.02,2449.79,216.75,629.42,480.81,85.54,57.645,486.76,908.56,77.325,34.815,40.83,322.07,647.17,365.34,136.15,152.55,63.235,1570.39,91.36,223.84,58.53,268.265,161.41,83.49,531.96,111.6,802.34,205.61,247.7,561.27,106.89,88.65,125.11,146.88,125.1,293.68,139.69,544.71,121.67,112.17,161.59,6.505,274.09,143.64,183.25,35.61,263,144.91,688.24,191.75,174.64,229.38,197.175,52.11,242.87,66.91,135.15,387.88
6/28/21 15:00,134.82,588.13,170.42,196.15,293.09,84.84,619,141.15,87.295,242.86,3439,349.32,702.05,95.32,473.26,205.6,343.35,2187.99,137.015,173.51,78.61,117.72,721.28,56.18,396.2,133.74,255.64,52.995,95.28,381.55,70.24,99.48,282.89,427.125,142.91,68.825,44.84,51.75,356.7,108.09,36.17,38.235,67.8,2534,2443.84,216.94,630.64,481.09,85.44,57.565,486.93,911.29,77.31,34.89,40.87,322.66,647.44,366.14,136.18,152.98,63.315,1575,91.55,222.64,58.79,267.855,161.39,83.41,533.42,111.23,801.39,206.05,247.68,562.13,106.8,88.71,125.02,146.95,126.46,293.17,139.91,544.38,121.87,112.235,161.58,6.5,273.78,143.89,183.51,35.66,262.92,144.97,689.22,191.68,174.19,228.54,196.98,52.265,242.4,66.96,135.68,388.53
6/28/21 15:30,134.74,588.8,170.57,196.63,293.36,84.9,621.52,140.99,87.08,242.84,3443.89,349.13,704.11,95.4,472.8,205.18,342.67,2192.38,137.07,173.79,78.5,117.93,721.23,56.1,396.54,133.61,255.09,52.97,95.32,379.59,70.15,99.38,284.15,427.16,142.97,68.82,44.87,51.65,355.64,108.13,36.2,38.31,67.71,2536.39,2451.55,216.74,631.9,481.5,85.61,57.48,486.99,912.41,77.13,34.88,40.87,322.26,646.96,363.78,135.87,152.32,63.19,1570.72,91.46,222.93,58.6,268.72,161.53,83.38,533.03,111.3,799.42,206.18,247.41,561.57,106.91,88.64,124.91,147.04,126.92,293.65,139.72,542.7,121.78,112.24,161.1,6.505,273.97,144.19,182.7,35.59,263.23,145.04,688.72,191.53,173.98,228.7,197.82,52.21,242.9,67.06,135.36,388.86
6/29/21 9:30,135.51,588.92,170.14,198.04,294.28,85.03,619,141.17,88.46,242.85,3447.46,350.83,701.03,95.08,471.19,204.37,344.03,2191.85,137.48,174.8,78.42,117.14,719.12,56.53,396.49,134.3,259.37,53.07,31.91,383.21,71,99.89,283.7,424.97,143.83,69.19,45.2,51.92,352.53,108.62,35.42,37.24,67.71,2525.39,2445,217.82,632.45,482,85.8,56.15,488.7,919.39,78.43,35.18,40.79,323.41,651.34,365.71,135.42,150.88,62.78,1564.16,91.38,233.99,58.21,269.44,162.64,82.79,533.1,111.25,792.22,205.93,248.58,564.61,107.66,88.74,127.93,146.84,124.07,293.95,139.84,540.24,122.29,111.77,159.71,6.525,273.67,145.64,185.96,35.12,265.08,144.6,682.59,191.22,174.25,228.54,197.75,52.43,244.08,67.01,136.76,388.85
6/29/21 10:00,135.5,587.905,170.47,198.25,293.41,85.09,620.58,140.84,89.5,243.08,3426.47,350.41,700.1,94.865,473.5,204.49,343.83,2187.58,136.91,175.78,78.43,116.945,720.88,56.82,395.63,134.36,256.56,52.98,31.8,381.32,70.98,99.32,281.55,422.19,143.64,69.2,45.21,51.95,350.8,108.69,35.46,37.35,67.95,2516.13,2438.08,217.33,632.44,481.01,85.4,55.97,489.46,922.84,78.04,35.245,40.83,323.11,648.61,364.97,135.86,151.82,62.645,1554.07,91.25,236.7,58.33,269.08,161.94,83,530.66,111.52,791.01,205.96,245.86,566.49,108.14,88.64,128.36,147.14,124.15,292.47,139.85,542.24,122.41,112.06,158.695,6.545,273.83,144.43,185.87,35.25,264.12,144.99,680.53,191.82,174.96,228.89,198.38,52.55,242.36,66.97,138.31,385.74
6/29/21 10:30,136.01,588.57,170.9,197.935,294.18,85.04,623.575,141.32,89.64,242.99,3431,350.66,702.26,94.84,474.685,204.85,343.93,2186.75,137.04,175.49,78.44,116.915,720.67,56.61,396.83,133.81,258.1,52.995,31.76,381.69,70.8,99.4,283.12,421.92,143.34,69.57,45.05,51.85,350.49,108.02,35.48,37.415,67.82,2515.1,2439.12,217.06,631.06,481.92,85.16,56.16,489.74,924.04,78.18,35.25,40.76,322.73,649.96,366.81,135.93,151.89,62.57,1565.78,91.22,236.28,58.44,269.75,161.44,83.24,530.8,111.18,794.96,206.045,246.18,565.53,107.69,88.27,128.355,147.26,124.65,292.71,140.3,543.77,122.25,112.35,158.17,6.535,274.25,144.92,187.5,35.14,264.51,144.53,679.5,192.26,175.11,229.04,198.1,52.61,243.14,66.735,138.58,388.06
6/29/21 11:00,136.07,587.36,171.1,197.96,293.72,84.77,622.03,141.74,89.8,242.83,3434.95,349.59,702.59,94.49,475.345,204.72,344.33,2181.87,137.52,175.92,78.38,116.89,717.79,56.67,397.02,133.33,256.57,52.99,31.69,381.7,70.85,99.08,283.5,420.58,142.62,69.68,44.98,51.955,349.89,108.02,35.31,37.165,67.625,2510.76,2435.8,216.81,631.31,481.23,84.87,56.495,488.98,923.72,78.49,35.175,40.78,324.11,651.41,366.9,136.68,152.59,62.47,1556,91.1,236.7,58.41,269.53,161.77,83.23,528.95,111.55,793.54,206.93,246,565.57,107.48,88.25,129.44,146.9,125.09,291.77,140.65,542.43,122.7,112.31,158,6.565,273.8,144.61,189.7,35.36,263.95,144.22,681.99,192.76,174.97,228.91,197.9,52.62,243.56,66.54,139.04,385.69
6/29/21 11:30,136.04,587.15,171.63,198.06,293.82,84.71,618.83,141.72,89.83,242.57,3436,350.5,702.635,94.72,475.74,208,343.49,2172.19,137.19,176.16,78.28,116.89,717.49,56.81,398,133.46,255.81,52.975,31.61,382.84,70.78,98.89,281.84,419.57,143,69.9,44.815,51.94,350.46,107.92,35.365,37.22,67.58,2517.51,2442.89,216.2,630.7,479.01,84.73,56.525,488.89,921.05,78.5,35.135,40.66,324.33,651.57,365.54,136.32,152.92,62.38,1561.62,90.94,235.26,58.45,269.86,162.09,82.88,530.2,111.88,794.27,207.32,246.26,566.52,107.69,88.07,129.9,146.74,124.88,292.49,141.09,542.68,122.39,112.18,158.07,6.56,274.45,144.53,190.47,35.55,263.82,144.67,682.31,192.9,175.11,229.19,198.12,52.43,243.46,66.52,139.27,386.12
6/29/21 12:00,136.45,588.89,171.81,197.91,294.865,84.55,617.18,141.8,90.06,242.61,3440,352.17,704.83,94.97,476.01,208.18,343.68,2191,137.83,175.935,78.34,116.915,718.23,56.74,398.15,132.97,256.745,52.86,31.7,383.19,70.62,99.14,283.01,421.07,143.23,69.98,44.735,52.005,351.15,107.58,35.35,37.23,67.67,2521.01,2446.57,216.87,631.32,479.87,84.91,56.655,489.81,923.46,79.175,35.165,40.665,325.66,653.34,366.62,135.85,153.12,62.45,1568.31,91.2,234.63,58.53,270.42,162.74,82.85,531.62,112.57,797,207.3,246.78,567.08,107.28,87.89,130.96,146.9,125.85,293.41,141.64,543.83,122.29,112.38,158.63,6.575,275.03,144.44,190.83,35.655,263.88,144.69,681,192.96,175.22,229.29,198.45,52.26,243.91,66.45,139.63,387.68
6/29/21 12:30,136.42,590.46,171.195,197.89,294.9,84.57,616.23,141.61,90.03,243.07,3452.47,352.14,704.6,95.28,475.71,207.91,345.08,2207.91,137.66,175.67,78.35,116.95,718.23,57.01,398.39,133.51,256.91,52.83,31.62,383.66,70.685,99.1,282.975,422.95,143.66,70.18,44.75,51.86,351.15,107.46,35.16,36.98,67.68,2519.98,2446.19,216.59,631.82,479.7,84.95,56.57,489.87,920.49,79.02,35.23,40.62,324.66,651.54,366.62,135.62,152.42,62.42,1570.04,91.16,236.37,58.49,270.89,162.74,82.54,531.91,112.63,795.36,206.88,247.02,566.56,107.24,87.84,131.15,146.88,126.14,292.83,141.95,544.44,122.3,112.54,159,6.585,275.01,144.29,190.74,35.64,264.62,144.56,679.88,192.62,175.5,229.56,198.2,52.19,244.33,66.52,139.81,389.23
6/29/21 13:00,136.2,590.72,170.99,197.75,295.96,84.31,617.38,141.48,89.85,243.28,3447.81,352.05,703.86,95.41,475.77,207.24,344.88,2205.67,138,175.67,78.32,116.905,719.44,56.925,398.05,133.07,256.71,52.8,31.55,382.64,70.585,99,283.025,422.57,143.82,70.16,44.655,51.84,351.27,107.19,35.13,36.995,67.66,2516.94,2443.1,216.52,633.7,479.84,84.88,56.56,490.34,918.17,78.91,35.1,40.57,324.44,651.38,367.18,135.56,152.37,62.29,1573.88,91.29,235.36,58.41,270.84,162.01,82.28,532.52,112.51,793.59,206.56,247.65,566.83,106.99,87.9,131.27,146.69,126.57,292.95,142.31,544.21,122.48,112.61,158.87,6.585,275.55,144.31,189.74,35.61,264.39,144.61,678.84,192.32,175.37,229.38,198.24,52.12,245,66.37,139.63,389.93
6/29/21 13:30,136.38,590.35,171.065,197.8,295.92,84.08,617.25,141.62,89.89,242.7,3449.36,351.5,704.21,95.375,476.59,207.48,345.72,2203.59,137.94,175.81,78,116.585,719.22,56.88,398.28,133.48,257.63,52.805,31.62,382.77,70.67,99.08,283.47,422.93,143.64,70.22,44.575,51.82,352.3,107.08,35.07,37.01,67.52,2519.59,2447.7,216.67,633.14,479.65,84.74,56.59,489.67,918.13,79.02,35.09,40.48,324.72,651.79,367,135.8,152.61,62.18,1576.27,91.33,235.52,58.38,271.13,161.78,82.41,533.8,112.89,794.52,206.96,247.81,566.66,107.15,87.97,131.89,146.46,126.75,292.69,142.78,543.04,122.64,112.53,158.3,6.555,275.25,144.76,189.96,35.54,264.29,144.99,680.55,192.47,175.13,229.04,197.31,51.92,245.56,66.13,139.58,391.12
6/29/21 14:00,136.25,589.76,170.81,197.84,295.24,84.37,615.73,141.48,89.52,242.5,3447.96,351.61,703.5,95.59,476.64,207.8,345.16,2209.51,137.775,175.56,78.045,116.76,720.18,56.85,399.12,133.23,256.6,52.865,31.47,382.51,70.63,99.84,283,423.2,143.81,70.54,44.65,51.77,351.53,107.04,35.085,37.04,67.6,2522.11,2450.02,216.48,632.9,479.02,84.92,56.755,489.72,919.03,79.17,35.11,40.51,323.97,650.6,367.41,135.48,152.07,62.285,1577.78,91.57,236.11,58.33,271.26,162.01,82.32,533.89,113.76,793,206.51,247.93,566.64,107.08,87.915,132.31,146.68,126.32,292.805,142.35,543.21,122.67,112.51,158.55,6.565,275.15,143.96,190.37,35.595,263.72,145.07,679.5,192.42,174.99,229.09,197.09,52.01,245.62,66.08,139.03,389.89
6/29/21 14:30,136.45,589.88,170.83,197.88,295.61,84.075,613.59,141.48,89.51,242.5,3445.19,351.28,700.91,95.78,475.73,206.94,347.5,2208.18,138.13,175.71,78.31,117,718.43,56.65,399.27,133.08,256.42,52.885,31.44,382.01,70.6,99.92,283.27,423.1,144.33,70.28,44.575,51.74,351.53,106.86,35.05,36.985,67.72,2523.15,2448.67,215.98,632.98,478.09,84.9,56.695,489.85,918.86,79.26,35.13,40.44,323.99,650.35,367.3,135.26,152.07,62.22,1574.98,91.5,235.54,58.6,271.59,162.1,82.04,532.9,113.51,795.59,206.37,247.7,566.65,107.23,87.7,132.09,146.79,126.25,292.69,142.37,543.52,122.69,112.41,158.46,6.555,275.25,144.36,190.9,35.48,263.7,144.72,678.98,192.51,174.87,229.17,196.87,51.98,245.28,65.93,139.34,392.03
6/29/21 15:00,136.32,590.05,171.31,197.85,296.2,84,612.72,141.71,89.93,242.52,3448,352.08,702.47,95.85,476.7,207.78,348.73,2211.99,138.19,175.98,78.42,116.8,718.56,56.615,399.08,133.3,256.61,52.87,31.59,382.25,70.51,99.77,284.14,423.8,144.18,70.39,44.52,51.855,351.13,106.87,35.02,36.975,67.78,2516.7,2444.06,216.13,638,478.81,84.81,56.595,490.66,919.87,79.49,35.17,40.52,324.63,650.97,367.48,135.25,152.58,62.28,1576.11,91.73,234.99,58.72,271.25,162.46,82.48,533.24,114.07,800.62,207.06,248.24,567.07,107.31,88.03,132.58,146.8,125.83,292.83,142.72,546.32,122.61,112.355,158.46,6.555,275.81,144.29,191.34,35.59,263.64,145.08,680.84,192.96,174.63,229.21,196.92,51.96,245.91,65.8,139.98,392.49
6/29/21 15:30,136.33,590.75,171.4,197.62,297.74,83.93,612.8,141.92,89.52,242.43,3448.14,352.53,703.69,95.61,477.15,207.67,347.11,2216.86,138.35,176.33,78.36,116.79,717.46,56.54,398.79,133.31,257.12,52.92,31.56,382.52,70.42,99.48,284.48,426.8,144.1,70.49,44.58,51.77,351.89,106.59,35.04,36.83,67.93,2520.37,2445.45,215.95,637.08,479.18,84.7,56.75,491.25,920.72,79.75,35.24,40.58,325.2,651.79,366.66,135,152.82,62.34,1583,91.56,234.46,58.76,271.4,162.28,82.93,533.5,114.74,801.07,207.7,248.04,564.97,107.54,88.17,133.55,146.94,125.68,292.76,142.62,545.98,122.16,112.27,158.69,6.55,276.18,143.88,190.95,35.51,264.15,144.99,680.76,192.88,174.33,229.78,196.78,51.99,246.4,65.71,139.5,394.73
6/30/21 9:30,136.2,589.2,170.56,198,294.97,84.06,610.49,140.7,93.06,242.38,3460.84,349.43,692.82,95.39,474.29,205.75,348.86,2208.15,137.18,176.18,78.15,116,718.395,56.43,398.28,132.39,254.69,52.68,31.8,383,68.86,99.98,285.1,425.54,143.94,69.93,44.34,51.98,349.41,106.54,34.91,36.64,68.31,2506,2435.31,216.42,632.805,475.29,84.205,55.61,489,918.13,78.57,35.2,40.76,321.72,646,365.67,136.46,151.81,62.38,1575.99,91.41,238.59,58.56,270.26,162.15,83.79,531.19,114.24,799.52,205.33,247.37,566.51,107.8,88.415,128,147.62,124.5,289.98,142.43,546.615,122.62,111.66,156.76,6.52,274.84,143.96,189.11,35.98,259.74,144.91,683.9,191.93,174.2,229.11,197.09,52.06,243.64,65.65,144.14,392.27
