Dates,AAPL UW Equity,ADBE UW Equity,ADI UW Equity,ADP UW Equity,ADSK UW Equity,AEP UW Equity,ALGN UW Equity,AMAT UW Equity,AMD UW Equity,AMGN UW Equity,AMZN UW Equity,ANSS UW Equity,ASML UW Equity,ATVI UW Equity,AVGO UW Equity,BIDU UW Equity,BIIB UW Equity,BKNG UW Equity,CDNS UW Equity,CDW UW Equity,CERN UW Equity,CHKP UW Equity,CHTR UW Equity,CMCSA UW Equity,COST UW Equity,CPRT UW Equity,CRWD UW Equity,CSCO UW Equity,CSX UW Equity,CTAS UW Equity,CTSH UW Equity,DLTR UW Equity,DOCU UW Equity,DXCM UW Equity,EA UW Equity,EBAY UW Equity,EXC UW Equity,FAST UW Equity,FB UW Equity,FISV UW Equity,FOX UW Equity,FOXA UW Equity,GILD UW Equity,GOOG UW Equity,GOOGL UW Equity,HON UW Equity,IDXX UW Equity,ILMN UW Equity,INCY UW Equity,INTC UW Equity,INTU UW Equity,ISRG UW Equity,JD UW Equity,KDP UW Equity,KHC UW Equity,KLAC UW Equity,LRCX UW Equity,LULU UW Equity,MAR UW Equity,MCHP UW Equity,MDLZ UW Equity,MELI UW Equity,MNST UW Equity,MRNA UW Equity,MRVL UW Equity,MSFT UW Equity,MTCH UW Equity,MU UW Equity,NFLX UW Equity,NTES UW Equity,NVDA UW Equity,NXPI UW Equity,OKTA UW Equity,ORLY UW Equity,PAYX UW Equity,PCAR UW Equity,PDD UW Equity,PEP UW Equity,PTON UW Equity,PYPL UW Equity,QCOM UW Equity,REGN UW Equity,ROST UW Equity,SBUX UW Equity,SGEN UW Equity,SIRI UW Equity,SNPS UW Equity,SPLK UW Equity,SWKS UW Equity,TCOM UW Equity,TEAM UW Equity,TMUS UW Equity,TSLA UW Equity,TXN UW Equity,VRSK UW Equity,VRSN UW Equity,VRTX UW Equity,WBA UW Equity,WDAY UW Equity,XEL UW Equity,XLNX UW Equity,ZM UW Equity
9/9/21 15:00,154.28,662.66,168.895,203.56,287.65,90.6,726.2,135.39,106.31,215.91,3494.65,372.74,855.75,78.05,494.93,163.97,299.31,2319.72,166.23,199.94,75.17,122.97,785.88,59.53,467,142.56,264.925,58.615,31.415,400.06,76.7,91.32,281.92,553.9,142.46,73.22,50.41,53.41,379.09,115.36,33.64,36.33,70.73,2903.36,2877.76,223.08,678.74,461.39,73.06,53.425,567.57,1073.56,80.48,34.925,36.5,346.97,595.11,420.61,135.49,156.05,60.65,1912.54,96.46,458.35,61.49,297.67,158.12,73.02,600.69,88.81,222.31,210.78,266.97,591.72,111.52,83.09,104.6,155.61,107,287.54,141.81,648.6,114.76,118.9,149.77,6.09,334.65,156.25,178.07,31.73,380.27,131.44,755.23,188.82,205.01,222.85,188.31,50.42,271.34,69.4,154.64,296.97
9/9/21 15:30,154.1,661.68,168.81,203.16,287.68,90.4,726.41,135,106.15,215.58,3484.16,371.97,853.5,78.05,493.49,163.65,300.55,2304.8,165.91,199.55,75.07,122.34,785.41,59.56,465.94,142.1,265.16,58.61,31.35,402.2,76.48,91.2,281.31,552.66,142.31,73.01,50.24,53.41,378,115.01,33.67,36.36,70.61,2898.27,2870.82,222.93,676.57,459.25,72.69,53.4,567.75,1070.01,80.26,34.83,36.56,347.83,593.61,420.71,136.09,155.97,60.61,1911.55,96.35,455.92,61.25,297.31,157.71,72.87,597.54,88.91,221.77,210.46,266.46,592.16,111.32,83.21,104.3,155.73,107.08,286.88,141.57,646.11,114.27,118.79,149.59,6.07,333.55,156.16,177.43,31.81,378.84,131.44,754.86,188.5,204.86,221.91,188.09,50.57,269.97,69.27,154.17,295.86
9/10/21 9:30,155.34,663.98,171.53,202.47,289.47,89.43,728.065,139.92,106.5,214.71,3501.95,373.8,874.15,77.74,502.39,167.245,300.86,2307.07,167.5,200.73,74.35,122.24,783.23,59.24,465.02,143.62,269.35,58.57,31.19,402.09,76.5,91.31,283.33,556.03,141.88,74.17,50.21,53.78,382.78,112.76,33.54,36.21,70.44,2915.95,2890.58,223.3,678.31,463.01,71.89,54.755,570.43,1075.05,82.91,34.785,36.29,357.9,608.27,419.46,135.62,159.81,60.26,1907.03,96.33,457.57,62.56,297.76,156.71,74.91,597.93,88.35,225.79,215.08,264.09,593.98,110.79,83.5,106.24,155.09,112.99,286.95,145.44,647.02,114.46,119.48,149.65,6.02,334.67,156.06,179.65,31.77,382.59,131.15,758,192.5,204.58,221.89,186.5,50.06,269.28,68.11,155.53,302.72
9/10/21 10:00,154.77,661.78,170.755,201.99,288.96,89.53,723.23,138.8,105.77,213.89,3488.05,373.48,873.52,78.08,498.26,166.8,301.7,2305,167.31,200.57,74.13,121.98,781.69,59.32,464.15,143.56,266.77,58.37,31.285,402.9,76.36,91.01,281.23,553.46,143.1,73.79,50.38,53.71,381.84,112.41,33.38,36.06,70.46,2919.74,2892.76,223.6,682.28,461.08,71.32,54.09,570.24,1073.05,82.01,34.74,36.29,355.64,607.86,420.53,135.39,158.46,60.25,1890.03,96.25,453.61,61.95,297.18,155.75,74.25,595.45,88.05,224.22,215.45,262.01,594.43,110.65,83.38,105.16,155.22,112.73,285.7,143.92,651.76,113.91,119.73,148.73,6.025,334.39,155.37,179.18,31.66,382,130.21,756.41,191.47,204.75,221.15,186.63,49.66,268.17,68.33,155.15,301.88
9/10/21 10:30,154.34,661.77,170.31,202.1,288.32,89.12,722.125,138.265,105.83,214.19,3483,373.16,868.35,77.67,500.07,166.63,300.88,2312.72,167.17,199.93,74.16,121.83,784.78,59.35,464.47,142.95,267.17,58.36,31.16,404.18,76.47,90.75,280.41,553.745,141.99,73.65,50.18,53.73,380.98,111.93,33.24,35.9,70.68,2911.9,2888.18,223.35,678.35,461,71.38,54.15,568.53,1072.51,81.58,34.725,36.21,352.79,603.96,419.26,134.93,158.035,60.12,1894.03,96.15,454.75,61.79,297.35,154.4,74.19,596.34,87.44,223.56,213.47,262.37,592.05,110.53,83.27,104.76,155.23,113.88,285.26,143.61,653,113.32,119.77,149.29,6.035,333.99,155.86,178.69,31.33,380.88,129.78,755.8,190.85,205.02,220.87,186.9,49.73,268.05,68.14,154.57,302.94
9/10/21 11:00,150.5,661.34,170.36,202.12,289.19,89.12,721.64,137.8,106.06,214.87,3480.51,373.97,865.68,78.77,499.68,166.63,301.08,2301,167.19,199.79,74.29,121.86,788.18,59.53,464.64,142.69,266.74,58.23,31.22,405.71,76.68,90.63,280.02,556.93,143.75,73.46,50.15,53.73,379.45,111.86,33.37,36.02,70.91,2897.41,2868.69,223.31,678.99,462.24,71.58,54.06,569.45,1074.06,81.63,34.815,36.32,351.71,601.33,418.89,135.5,158.235,60.16,1893.16,96.09,452.34,61.84,297.06,160.11,74.055,599.38,88.35,223.5,213.69,261.92,590.29,110.63,83.29,105.32,155.38,115.525,284.97,143.15,653.6,113.42,120.01,150.23,6.045,334.03,155.96,178.64,31.25,381.1,129.91,754.11,191.22,205.2,221.36,187.1,49.85,268.31,68.04,154.72,304.18
9/10/21 11:30,149.2,662.55,171.02,202.45,288.47,88.96,724.15,138.185,106.23,215.19,3484.76,375.8,866.62,80.04,501.08,166.6,300.93,2302.59,167.76,200.47,74.23,121.74,787.18,59.54,464.87,143.02,267.21,58.16,31.26,406.64,76.79,90.89,280.03,559.15,145.38,73.58,50.16,53.78,380.01,111.62,33.44,36.095,71.03,2870.08,2841.52,224.24,682.63,463.49,71.8,54.25,570.22,1077.41,81.63,34.79,36.37,352.98,603.13,421.46,136.5,159.19,60.2,1894.13,96.17,456.3,62,297.95,163.25,74.27,603.43,90,224.72,214.89,261.74,592.16,111.21,83.45,105.64,155.35,116.09,285.8,143.73,658.13,113.69,120.03,151.53,6.035,334.69,156.31,179.07,31.23,382,130.59,754.11,191.6,205.5,221.89,187.33,50.02,269.53,67.86,155.08,304.05
9/10/21 12:00,150.07,664.44,171.18,202.97,288.37,89.12,725.51,137.83,106,215.18,3495.86,375.96,867.42,80.26,502.16,166.51,300.54,2306.99,167.88,200.49,74.31,121.72,788.21,59.62,466.64,143.34,267.15,58.285,31.26,407.71,76.88,91.055,279.43,559.45,146.33,73.83,50.22,53.83,382.38,111.4,33.5,36.15,71.145,2869.28,2847.1,224.79,684.29,463.92,71.66,54.3,572,1080,81.41,34.82,36.415,353.56,603.19,426.08,137.35,159.525,60.22,1894.15,96.29,457.13,62.09,298.95,165.51,74.37,604.35,89.31,224.67,215.35,261.03,593.98,111.28,83.57,105.36,155.46,117.17,286.4,143.96,656.2,113.87,120.6,151.81,6.05,335.1,156.04,179.12,31.08,383.27,130.78,754.3,192.26,205.66,222.04,188.19,50.02,270.1,67.94,155.07,304.74
9/10/21 12:30,150.28,664.9,171.53,203.27,288.48,89.03,725.9,138.43,106.13,214.91,3498.53,376.425,867.82,80.48,503.97,166.68,300.34,2312.11,168.42,200.38,74.46,122.21,788.45,59.58,467.67,144.11,266.96,58.345,31.275,408.39,77.09,90.885,279.04,556.08,146.65,73.81,50.2,53.77,381.9,111.87,33.51,36.14,71.15,2860,2839.55,224.82,683.85,464.48,71.48,54.465,571.97,1048.03,81.16,34.83,36.49,354.54,606.51,426.76,137.53,160.14,60.33,1885.85,96.32,454.36,62.11,299.57,167.7,74.78,605.02,88.86,225.08,215.79,260.76,596.4,111.53,83.71,104.92,155.71,116.96,286.75,144.3,657.1,114.03,120.5,151.96,6.055,336.29,155.56,180.02,31.06,384.14,130.81,754.42,192.83,206.12,222.96,189.14,49.98,270.11,67.96,155.94,304.86
9/10/21 13:00,150.33,664.56,171.92,203.26,288.23,88.98,724.26,138.98,106.44,214.52,3492.85,376.56,867.61,80.55,505.53,166.02,300.23,2303.9,168.27,200.21,74.48,121.91,788.52,59.59,467.45,144.64,265.44,58.245,31.285,408.56,77.09,90.68,279.04,555.22,146.65,73.75,50.195,53.71,381.92,111.63,33.57,36.22,71.11,2862.45,2842.53,224.84,683.19,463.27,71.4,54.535,571.2,1030.75,81.03,34.89,36.44,356.05,607.94,426.57,137.31,160.05,60.29,1873,96.18,452.61,62.23,299.27,167.57,74.53,604.86,88.83,225.75,215.74,259.32,597.22,111.5,83.94,104.79,155.56,117.98,286.83,144.42,655.19,113.64,120.5,151.21,6.065,336.1,155.53,180.4,30.92,382.73,130.57,752.75,193.14,206.36,223.07,188.22,49.76,270.83,67.97,156.44,305.82
9/10/21 13:30,149.97,664.09,171.66,203.21,287.4,89.18,725.86,139.02,106.48,214.18,3497.64,376.73,865.83,80.48,505.72,166.35,299.81,2306.17,168.05,200.19,74.62,121.89,789.61,59.675,467.7,144.68,264.36,58.12,31.29,408.63,77.04,90.86,277.91,555.44,146.29,73.665,50.35,53.78,382.21,111.4,33.64,36.3,71.095,2855.55,2835.88,224.83,683.42,462.76,71.33,54.455,570.65,1020,81.01,34.95,36.49,356.25,608.73,427.64,137.45,159.78,60.36,1866.43,96.35,454.8,62.18,298.83,168.725,74.44,608.47,89.5,225.71,215.46,258.52,597.26,111.41,84.07,105.03,155.78,116.81,286.7,144.3,655.21,113.81,120.43,151.96,6.065,335.5,155.75,180.2,30.885,382.84,130.73,750.86,192.87,206.6,223.16,188.63,49.8,270.7,68.095,156.75,304.1
